,Provincias,Ramas de actividad,periodo,Total,id
1505,Toledo,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.264.943,45
1506,Toledo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.104.673,45
1507,Toledo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2.997.672,45
1508,Toledo,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.095.945,45
1509,Toledo,Valor añadido bruto total,2021,11.995.787,45
1510,Toledo,Valor añadido bruto total,2020,11.180.006,45
1511,Toledo,Valor añadido bruto total,2019,11.947.738,45
1512,Toledo,Impuestos netos sobre los productos,2021,1.263.055,45
1513,Toledo,Impuestos netos sobre los productos,2020,1.072.182,45
1514,Toledo,Impuestos netos sobre los productos,2019,1.225.786,45
1515,Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,13.258.842,45
1516,Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12.252.188,45
1517,Toledo,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,13.173.524,45
1518,Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,61.410.589,46
1519,Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56.547.166,46
1520,Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,62.157.518,46
1521,Valencia/València,"A. Agricultura, ganadería, silvicultura y pesca",2021,1.216.902,46
1522,Valencia/València,"A. Agricultura, ganadería, silvicultura y pesca",2020,1.284.395,46
1523,Valencia/València,"A. Agricultura, ganadería, silvicultura y pesca",2019,1.164.377,46
1524,Valencia/València,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,11.624.507,46
1525,Valencia/València,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,10.606.333,46
1526,Valencia/València,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,11.315.325,46
1527,Valencia/València,C. - De las cuales: Industria manufacturera,2021,8.488.474,46
1528,Valencia/València,C. - De las cuales: Industria manufacturera,2020,7.838.058,46
1529,Valencia/València,C. - De las cuales: Industria manufacturera,2019,8.396.005,46
1530,Valencia/València,F. Construcción,2021,3.179.743,46
1531,Valencia/València,F. Construcción,2020,3.130.198,46
1532,Valencia/València,F. Construcción,2019,3.561.297,46
1533,Valencia/València,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,13.611.449,46
1534,Valencia/València,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,11.712.754,46
1535,Valencia/València,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,14.663.218,46
1536,Valencia/València,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,13.769.682,46
1537,Valencia/València,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,12.974.034,46
1538,Valencia/València,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,13.130.021,46
1539,Valencia/València,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,12.158.250,46
1540,Valencia/València,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,11.891.038,46
1541,Valencia/València,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,12.539.573,46
1542,Valencia/València,Valor añadido bruto total,2021,55.560.533,46
1543,Valencia/València,Valor añadido bruto total,2020,51.598.752,46
1544,Valencia/València,Valor añadido bruto total,2019,56.373.811,46
1545,Valencia/València,Impuestos netos sobre los productos,2021,5.850.056,46
1546,Valencia/València,Impuestos netos sobre los productos,2020,4.948.414,46
1547,Valencia/València,Impuestos netos sobre los productos,2019,5.783.707,46
1548,Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,61.410.589,46
1549,Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56.547.166,46
1550,Valencia/València,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,62.157.518,46
1551,Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.293.892,47
1552,Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13.541.411,47
1553,Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.635.137,47
1554,Valladolid,"A. Agricultura, ganadería, silvicultura y pesca",2021,552.661,47
1555,Valladolid,"A. Agricultura, ganadería, silvicultura y pesca",2020,526.934,47
1556,Valladolid,"A. Agricultura, ganadería, silvicultura y pesca",2019,435.167,47
1557,Valladolid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3.213.771,47
1558,Valladolid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3.004.600,47
1559,Valladolid,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3.208.945,47
1560,Valladolid,C. - De las cuales: Industria manufacturera,2021,2.592.996,47
1561,Valladolid,C. - De las cuales: Industria manufacturera,2020,2.468.979,47
1562,Valladolid,C. - De las cuales: Industria manufacturera,2019,2.778.463,47
1563,Valladolid,F. Construcción,2021,656.713,47
1564,Valladolid,F. Construcción,2020,709.282,47
1565,Valladolid,F. Construcción,2019,721.013,47
1566,Valladolid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2.448.567,47
1567,Valladolid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2.170.702,47
1568,Valladolid,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2.675.110,47
1569,Valladolid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2.781.737,47
1570,Valladolid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2.670.005,47
1571,Valladolid,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2.748.889,47
1572,Valladolid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3.278.787,47
1573,Valladolid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3.274.887,47
1574,Valladolid,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3.484.225,47
1575,Valladolid,Valor añadido bruto total,2021,12.932.236,47
1576,Valladolid,Valor añadido bruto total,2020,12.356.410,47
1577,Valladolid,Valor añadido bruto total,2019,13.273.349,47
1578,Valladolid,Impuestos netos sobre los productos,2021,1.361.656,47
1579,Valladolid,Impuestos netos sobre los productos,2020,1.185.001,47
1580,Valladolid,Impuestos netos sobre los productos,2019,1.361.788,47
1581,Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14.293.892,47
1582,Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13.541.411,47
1583,Valladolid,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14.635.137,47
1584,Zamora,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3.582.273,49
1585,Zamora,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3.226.677,49
1586,Zamora,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3.514.472,49
1587,Zamora,"A. Agricultura, ganadería, silvicultura y pesca",2021,324.073,49
1588,Zamora,"A. Agricultura, ganadería, silvicultura y pesca",2020,294.975,49
1589,Zamora,"A. Agricultura, ganadería, silvicultura y pesca",2019,259.587,49
1590,Zamora,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,375.372,49
1591,Zamora,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,231.794,49
1592,Zamora,"B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,251.556,49
1593,Zamora,C. - De las cuales: Industria manufacturera,2021,144.241,49
1594,Zamora,C. - De las cuales: Industria manufacturera,2020,146.061,49
1595,Zamora,C. - De las cuales: Industria manufacturera,2019,154.996,49
1596,Zamora,F. Construcción,2021,207.739,49
1597,Zamora,F. Construcción,2020,241.266,49
1598,Zamora,F. Construcción,2019,310.611,49
1599,Zamora,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,694.504,49
1600,Zamora,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,576.069,49
1601,Zamora,"G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,723.264,49
1602,Zamora,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,703.946,49
1603,Zamora,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,680.737,49
1604,Zamora,"K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,693.019,49
1605,Zamora,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,935.387,49
1606,Zamora,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,919.471,49
1607,Zamora,"O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,949.416,49
1608,Zamora,Valor añadido bruto total,2021,3.241.021,49
1609,Zamora,Valor añadido bruto total,2020,2.944.312,49
